Date,Score,Reviews
"Mar 10, 2023",POSITIVE,"Eternals es algo completamente nuevo y diferente a lo que se vio en el MCU al presentar nuevos personajes que no se sabía que siempre estuvieron ahí. A diferencia de las otras películas de este universo, aquí tenemos un film que tiene más argumento, pero puede ser tedioso para algunos que ya están acostumbrados a las demás películas de Marvel. Puede llegar a aburrir ya que requiere de muchísima atención. Los personajes a pesar de ser nuevos, tienen algo interesante y lo más destacable de esta película es que se toma su trama muy en serio y tiene incluso una cosmología por la parte de Los Celestiales y el origen de Los Eternos y Los Desviantes lo cual me pareció bastante fascinante y da cierta profundidad. Si tuviera que mencionar sobre la diversidad en los personajes, la verdad creo que está bien. Cada uno de Los Eternos es único a su modo y eso les da una cierta originalidad aunque había más que se tendría que haber explorado. Los Eternos no es la mejor película de Marvel, pero tampoco la peor y al final es un film decente y peculiar al ser algo fuera de lo que Marvel hacía. La califico con un 8/10."
"Mar 9, 2023",NEGATIVE,"There is a good movie hiding in here, but it is a terrible Marvel movie. The story being told out of order also removes any urgency that we are supposed to feel, and we don't care enough about all of the characters because they try to make ALL of the Eternals main characters. Focus on 2 or 3, not 10."
"Mar 8, 2023",POSITIVE,"I enjoyed the movie. It was a bit on the long side but had excellent cinematography, good story and for the most part decent acting"
"Mar 7, 2023",NEUTRAL,"I enjoyed it!  I think fan expectations are tainting otherwise enjoyable films.  Plus, we finally get a director who wants REAL BACKGROUNDS, and we punish them with bad reviews... back to Quantumania with all you critics!"
"Mar 7, 2023",NEUTRAL,They chose the wrong time to introduce the eternals it would of made more sense to see a post credit scene at end of infinity war with them deciding as a team to intervene against thanos an ask arishem for advice on what to do an then have arishem order them to stop thanos because if he wins no celestial will be born on earth which is what the celestials goal is all about so I doubt arishem would be cool with thanos ruining his game plan which has been in the works for thousands of years
"Mar 6, 2023",NEUTRAL,"I am giving it 3 stars because for me it was pretty boring, nothing super interesting and they killed the characters that I actually liked and not enough of the other characters. saw it on opening weekends in theaters and haven't rewatched it since.  critics were way to harsh on this film for the wrong reasons."
"Mar 5, 2023",NEGATIVE,"This is the worst marvel movie I've seen so far. First of all way too long, the acting is mostly boring and bad. The story is ok, but it goes way too far into details for characters that most people have never heard of or care about. IronMan showed us that there is a good way to do a movie for characters like that. Eternals has shown us there is definitely also a wrong way. I haven't seen how any of these people play into the rest of the MCU yet, and I can't imagine ever watching this movie again. There aren't many films I actively dislike, but here's one. 4.5/10"
"Mar 4, 2023",POSITIVE,It was a very good movie I'd watch it again. I will say it could have been better not much bet still better.
"Mar 3, 2023",NEGATIVE,"no logic, story like a piece of s h i t"
"Mar 2, 2023",POSITIVE,"It was good I loved it and loved the scenes at the end. I can't wait to see The Black Knight, and Star Fox in the MCU."
"Mar 1, 2023",POSITIVE,i really like this movie i love this movie my favoret movie
"Feb 28, 2023",POSITIVE,action and CGI is so cool and i like all the character
"Feb 28, 2023",POSITIVE,i like how eternals introduce and i cant wait to see them again in the mcu
"Feb 28, 2023",NEUTRAL,This is the worst mcu film and not that much character development.
"Feb 27, 2023",NEUTRAL,"The ""professional critics"" of the rotten base their criticisms on humor, because it is not possible for this film to be inferior to Thor Love and Thunder, it has an absurdly superior narrative and graphic quality. It lacks action, but it gives us interesting, deep characters and a feeling that something great is coming. Unlike any Thor movie."
"Feb 27, 2023",POSITIVE,I just watched it and might I say I was very skeptical at first but I had an amazing ride and the ending was wild !
"Feb 25, 2023",POSITIVE,"AMAZING WAY TO INTRODUCE CELESTIALS IN THE MCU AND THE BEST CGI IN WHOLE MCU! and overall great movie 4,5/5 PEAK!"
"Feb 24, 2023",POSITIVE,Excellent. A grand scheme in the multiverse. Loved it!
"Feb 24, 2023",NEGATIVE,This may be the worst big budget movie I have ever seen. It steals away a portion of your life you can never get back.
"Feb 23, 2023",NEGATIVE,"This movie would work on paper. You get a more serious movie with a hidden enemy that isn't revealed right off the bat. But odd cuts to what I consider unimportant scenes, poorly made exposition dumps, and underdeveloped characters with stationairy motivions drag the movie down. They don't explain important things, and characters just kind of do stuff."
"Feb 23, 2023",POSITIVE,I personally loved the movie! I thought the characters were great; also loved the storyline.
"Feb 23, 2023",NEGATIVE,"Very boring and underwhelming. Had a lot of potential, especially with Icarus, but dropped the ball hard"
"Feb 23, 2023",NEUTRAL,second least favorite so far behind capt marvel.   good visuals but story was just meh
"Feb 22, 2023",POSITIVE,"Honestly a lot of people have given this movie flak, but it's way better than half recent movies marvel have brought out. 
Interesting story, great cast and just a real nice change of pace to the usual marvel movie formula, which I personally have been over after the first few movies from marvel."
"Feb 22, 2023",NEUTRAL,"A good introduction to a whole new cast of characters.  I liken it to Guardians of the Galaxy, but with a different tone; whereas Guardians was a comedy, this was more of a historic piece (or more a re-imagined history).  Give it a chance, ignore the ""professional"" critics, decide for yourself."
"Feb 22, 2023",NEGATIVE,"Plot was weak, characters were meh. Not a good movie."
"Feb 22, 2023",POSITIVE,"This movie was so amazing. A breath of fresh air. I dont why these fake ""critics"" hated such an awesome movie. I watched this movie like 5 times now. Chloe Zhao created one of the best speeder scenes ever in movie history! We want more Eternals!"
"Feb 22, 2023",POSITIVE,"Eternals. Simplemente hermosa, la fotografía y los efectos, de los personajes no tengo mucho que decir, y aunque va a su propio ritmo es genial, dejaron muchas preguntas sin responder pero aun así la arquitectura de esta película esta buena"
"Feb 22, 2023",POSITIVE,Great Movie! Something new for Marvel. But I very much appreciated the movie and it's characters.
"Feb 22, 2023",NEGATIVE,Worst movie 🎥 I hate it god
"Feb 21, 2023",NEGATIVE,"Faltó algo más, no es mala"
"Feb 21, 2023",NEGATIVE,This film in particular shows that an Oscar winner behind the camera can't make the film good either. One of the most boring stories with at least good ideas meets characters that are more one-dimensional than the floor in front of the Mona Lisa.
"Feb 21, 2023",POSITIVE,"This is so refreshing and interesting and I'm bummed I missed it in theaters. Beautiful, sweeping, and weird like a bunch of awkward gaslit alien androids would be. I want more legitimate tonal difference in my MCU!"
"Feb 21, 2023",NEUTRAL,"""Eternals"" (2021) is a superhero film set in the Marvel Cinematic Universe, directed by Chloé Zhao and starring a talented ensemble cast including Angelina Jolie, Richard Madden, Salma Hayek, and more. The film follows the Eternals, a race of immortal beings who have lived among humanity for thousands of years, as they come together to protect Earth from their enemies, the Deviants.

The film boasts stunning visuals, with its lush and fantastical world-building and stunningly realized special effects making it a feast for the eyes. The film also has an engaging and complex plot that weaves together several different story threads and characters in a satisfying way.

The cast of ""Eternals"" is outstanding, with Angelina Jolie delivering a standout performance as the fierce warrior, Thena, and Richard Madden bringing a sense of humanity and vulnerability to the role of Ikaris. The film also features strong performances from its supporting cast, with Salma Hayek, Kumail Nanjiani, and others delivering memorable and standout turns.

The direction by Chloé Zhao is top-notch, with a confident and clear vision that brings the film's fantastical elements to life. However, some viewers may find the film's pacing slow, with long stretches of character development and world-building that may prove a challenge for those seeking non-stop action.

Overall, ""Eternals"" (2021) is a visually stunning and emotionally engaging superhero film that will appeal to fans of the Marvel Cinematic Universe and the genre. While it may be a bit slow-paced for some viewers, it is a well-executed and beautifully realized film that is well worth checking out."
